"feature_of_interest_cv_num","feature_of_interest_cv_name","feature_of_interest_description"
1599,"St. Francisville, Louisiana ","czchem_type:location"
1600,"Monmouth, Illinois","czchem_type:location"
1601,"Greenbay Hollow, Illinois","czchem_type:location"
1602,"Alpine Lake, Minnesota","czchem_type:location"
1603,"Calhoun Long Term Soil-Ecosystem Experiment","czchem_type:location"
1604,"Vicksburg, Mississippi","czchem_type:location"
1605,"Rincon Mountains, AZ","czchem_type:location"
1606,"Central Great Plains, Smokey Valley, Kansas","czchem_type:location"
1607,"Yosemite National Park","czchem_type:location"
1608,"Batesville, Mississippi","czchem_type:location"
1609,"Boulder Creek Critical Zone Observatory: Lower Gordon Gulch","czchem_type:location"
1610,"Luquillo Mountains, Puerto Rico","czchem_type:location"
1611,"Barnes Lake, Adirondack Mountains, New York","czchem_type:location"
1612,"Central Great Plains, Konza, Kansas","czchem_type:location"
1613,"Marcellus at Jackson's Corner, Huntingdon, PA","czchem_type:location"
1614,"Arlington, Kentucky","czchem_type:location"
1615,"Natchez, Mississippi","czchem_type:location"
1616,"Mendocino, California","czchem_type:location"
1617,"Lauderdale County, Tennessee","czchem_type:location"
1618,"Millington, Tennessee","czchem_type:location"
1619,"Quincy, Illinois","czchem_type:location"
1620,"Clayton County, Iowa","czchem_type:location"
1621,"Greenwood, Mississippi","czchem_type:location"
1622,"Yazoo County, Mississippi","czchem_type:location"
1623,"Central Great Plains, Shortgrass Steppe, Colorado","czchem_type:location"
1624,"Sagamore Lake (SL), Adirondack Mountains, NY","czchem_type:location"
1625,"Mt. Carroll, Illinois","czchem_type:location"
1626,"Senatobia, Mississippi","czchem_type:location"
1627,"Piedmont province in Fairax County, Va","czchem_type:location"
1628,"Central Great Plains, Hays, Kansas","czchem_type:location"
1629,"Anna, Illinois","czchem_type:location"
1630,"Rapids City, Illinois","czchem_type:location"
1631,"Galena, Illinois","czchem_type:location"
1632,"Santa Cruz Terraces, near San Francisco, CA","czchem_type:location"
1633,"Mechanicsville, Mississippi","czchem_type:location"
1634,"Murphysboro, Illinois","czchem_type:location"
1635,"Luquillo Critical Zone Observatory","czchem_type:location"
1636,"Brumbaugh Academic Center, Juniata College","czchem_type:location"
1637,"Ellis Grove, Illinois","czchem_type:location"
1638,"Morrison, Illinois","czchem_type:location"
1639,"Central Great Plains, Arickaree, Colorado","czchem_type:location"
